index,App,Category,Rating,Reviews,Size,Installs,Type,Price,Content Rating,Genres,Last Updated,Current Ver,Android Ver,day,month,year,Revenue
5608,Seen,FAMILY,4.5,118285000000,22528,1000000,Free,0.0,Teen,Simulation,2018-05-24,1.2.1,4.1,24,5,2018,0.0
5614,AT&T THANKS®,FAMILY,3.4,2445000000,34816,500000,Free,0.0,Everyone,Entertainment,2018-07-11,1.4.0,5.0,11,7,2018,0.0
5615,Galaxy at War Online,FAMILY,3.9,65119000000,47104,1000000,Free,0.0,Everyone 10+,Strategy,2018-05-22,2.1.0,3.0,22,5,2018,0.0
5616,Kingdoms at War: Hardcore PVP,FAMILY,4.3,34898000000,94208,1000000,Free,0.0,Teen,Strategy,2018-06-28,4.05,4.0,28,6,2018,0.0
5617,Five Nights at Freddy's 4 Demo,GAME,4.4,889425000000,46080,10000000,Free,0.0,Teen,Action,2015-07-26,1.1,2.3,26,7,2015,0.0
5618,Five Nights at Freddy's 3 Demo,GAME,4.5,1041836000000,51200,10000000,Free,0.0,Teen,Action,2015-04-02,1.07,2.3,2,4,2015,0.0
5619,Fandom: Five Nights at Freddys,FAMILY,4.4,17945000000,9728,1000000,Free,0.0,Mature 17+,Entertainment,2018-06-06,2.9.8,4.4,6,6,2018,0.0
5621,Nights at Cube Pizzeria 3D – 2,GAME,4.0,47151000000,36864,5000000,Free,0.0,Everyone 10+,Action,2017-12-26,2.4.0,4.3,26,12,2017,0.0
5622,World at War: WW2 Strategy MMO,FAMILY,4.3,107765000000,79872,5000000,Free,0.0,Everyone 10+,Strategy,2018-05-25,3.1.9,4.1,25,5,2018,0.0
5624,Five Tries At Love Dating Sim,FAMILY,4.2,37165000000,22528,1000000,Free,0.0,Teen,Simulation,2018-02-14,5.1.0,2.3,14,2,2018,0.0
5625,Rivals at War: 2084,FAMILY,4.0,174127000000,49152,5000000,Free,0.0,Teen,Simulation,2016-10-03,1.3,3.0,3,10,2016,0.0
5626,Multiple Videos at Same Time,VIDEO_PLAYERS,4.4,4706000000,1536,1000000,Free,0.0,Everyone,Video Players & Editors,2018-06-19,Z (Special Edition R9),4.4,19,6,2018,0.0
5627,Five Nights at Freddy's 2,FAMILY,4.6,73919000000,40960,500000,Paid,2.99,Teen,Strategy,2014-11-15,1.07,2.3,15,11,2014,1495000.0
5628,Coloring Book at Five Nights,FAMILY,4.0,532000000,6656,100000,Free,0.0,Everyone,Educational,2017-06-06,1.6,2.3,6,6,2017,0.0
5629,Rivals at War: Firefight,GAME,4.4,344819000000,52224,5000000,Free,0.0,Teen,Action,2016-10-18,1.4,3.0,18,10,2016,0.0
5630,Five nights at Minecraft,FAMILY,3.5,9335000000,12288,1000000,Free,0.0,Everyone,Entertainment,2017-11-26,1.2,4.0,26,11,2017,0.0
5631,Five Nights at Freddy's,GAME,4.6,100805000000,51200,1000000,Paid,2.99,Teen,Action,2014-12-02,1.85,2.3,2,12,2014,2990000.0
5632,Nights at Cube Pizzeria 3D – 3,FAMILY,4.0,15875000000,40960,1000000,Free,0.0,Teen,Simulation,2017-03-03,1.5,4.2,3,3,2017,0.0
5633,7 Nights at Pixel Pizzeria - 2,GAME,4.0,23168000000,55296,1000000,Free,0.0,Teen,Adventure,2018-07-09,1.3.0,4.4,9,7,2018,0.0
5634,Nights at Slender Pizzeria 3D,GAME,4.1,2628000000,46080,100000,Free,0.0,Teen,Adventure,2017-05-22,1.1,4.2,22,5,2017,0.0
5635,DIRECTV,FAMILY,4.1,235486000000,64512,10000000,Free,0.0,Teen,Entertainment,2018-06-01,5.9.006,4.1,1,6,2018,0.0
5636,One Night at Golden Freddy's,GAME,3.3,2717000000,4096,100000,Free,0.0,Teen,Action,2017-12-07,0.1,2.3,7,12,2017,0.0
5637,DIRECTV for Tablets,FAMILY,3.9,24123000000,70656,1000000,Free,0.0,Teen,Entertainment,2018-06-01,5.9.006,4.1,1,6,2018,0.0
5638,Nights at Cube Pizzeria 3D – 4,GAME,4.1,7728000000,39936,500000,Free,0.0,Teen,Adventure,2018-07-17,1.5.0,4.4,17,7,2018,0.0
5639,Five Nights at Neighbor House,GAME,4.2,2180000000,56320,100000,Free,0.0,Everyone 10+,Action,2018-01-26,1.1.0,4.2,26,1,2018,0.0
5640,Asylum Night Shift - Five Nights Survival,GAME,4.0,59223000000,47104,5000000,Free,0.0,Teen,Action,2018-06-26,1.6.5,4.1,26,6,2018,0.0
5641,Five Nights at Freddy's: SL,GAME,4.5,16162000000,101376,100000,Paid,2.99,Teen,Action,2017-04-06,1.2,2.3,6,4,2017,299000.0
5642,Two Nights at jumpscare,GAME,3.8,596000000,93184,100000,Free,0.0,Teen,Adventure,2017-08-17,1.0,4.1,17,8,2017,0.0
5643,Five Nights at Pizzeria,GAME,3.5,1976000000,21504,100000,Free,0.0,Teen,Action,2018-03-03,1.6,4.1,3,3,2018,0.0
5644,Block Battles: Heroes at War - Multiplayer PVP,GAME,4.3,6698000000,47104,500000,Free,0.0,Everyone 10+,Action,2016-05-14,1.0.1,2.3,14,5,2016,0.0
5645,Five Nights at Freddy's 4,GAME,4.6,21266000000,46080,100000,Paid,2.99,Teen,Action,2015-07-26,1.1,2.3,26,7,2015,299000.0
5646,Five Nights at Flappy's,GAME,4.7,4041000000,24576,10000,Free,0.0,Everyone,Arcade,2017-06-27,1.5.14,2.3,27,6,2017,0.0
5647,5 Nights at Cube Pizzeria City,GAME,3.8,2691000000,53248,100000,Free,0.0,Teen,Adventure,2017-02-22,1.2,4.2,22,2,2017,0.0
5648,Five Nights at Freddy's 3,GAME,4.7,27856000000,51200,100000,Paid,2.99,Teen,Action,2015-04-02,1.07,2.3,2,4,2015,299000.0
5649,Undertale AU Amino,SOCIAL,4.8,5369000000,64512,50000,Free,0.0,Teen,Social,2018-07-13,1.8.19106,4.0,13,7,2018,0.0
5650,au,FAMILY,3.2,9126000000,5939,1000000,Free,0.0,Everyone,Strategy,2016-06-08,1.0.9,4.0,8,6,2016,0.0
5652,Au Mobile: Audition Chính Hiệu,GAME,3.9,85278000000,23552,1000000,Free,0.0,Mature 17+,Music,2018-07-17,1.8.0716,4.0,17,7,2018,0.0
5653,AU Mobile Indonesia,GAME,3.6,16521000000,23552,1000000,Free,0.0,Everyone,Music,2018-05-09,1.8.0502,2.3,9,5,2018,0.0
5654,Au Bon Pain,FOOD_AND_DRINK,3.7,70000000,26624,10000,Free,0.0,Everyone,Food & Drink,2018-07-23,1.4,5.0,23,7,2018,0.0
5655,Au Pair Legend,LIFESTYLE,4.4,28000000,9011,1000,Free,0.0,Everyone,Lifestyle,2018-07-19,3.5,5.0,19,7,2018,0.0
5656,Super Dancer,GAME,4.1,91667000000,27648,1000000,Free,0.0,Everyone,Arcade,2018-07-24,3.3,2.3,24,7,2018,0.0
5657,AU Results - AU COE Corner,FAMILY,4.0,664000000,2150,100000,Free,0.0,Everyone,Education,2017-12-14,2.2.5,4.1,14,12,2017,0.0
5658,"view.com.au - Buy, Rent or Research Real Estate",LIFESTYLE,3.1,212000000,12288,50000,Free,0.0,Everyone,Lifestyle,2017-09-26,2.1.4,4.1,26,9,2017,0.0
5659,Au Weather Free,WEATHER,4.0,1185000000,5120,100000,Free,0.0,Everyone,Weather,2018-06-18,2.47.2,2.3,18,6,2018,0.0
5660,BringGo AU & NZ,MAPS_AND_NAVIGATION,2.8,440000000,23552,10000,Paid,0.99,Everyone,Maps & Navigation,2018-05-10,2.5.9,2.3,10,5,2018,9900.0
5661,AU Spark,FAMILY,3.7,681000000,8396,10000,Free,0.0,Everyone,Education,2018-08-01,5.06,4.4,1,8,2018,0.0
5662,Rugby AU,SPORTS,2.7,17000000,14336,1000,Free,0.0,Everyone,Sports,2017-12-21,1.0.0,4.1,21,12,2017,0.0
5663,Learners Test Free: AU Driver Knowledge Test (DKT),FAMILY,3.9,623000000,8704,100000,Free,0.0,Everyone,Education,2018-03-26,3.5,4.1,26,3,2018,0.0
5665,Au-allstar for KR,GAME,3.6,2433000000,48128,100000,Free,0.0,Everyone,Music,2018-06-15,1.6.4,4.3,15,6,2018,0.0
5666,STUCOR - AU,FAMILY,4.5,1827000000,12288,100000,Free,0.0,Everyone,Education,2018-06-05,1.3,4.1,5,6,2018,0.0
5667,loans.com.au Smart Money,FINANCE,3.5,30000000,17408,1000,Free,0.0,Everyone,Finance,2018-05-27,1.4.0,4.1,27,5,2018,0.0
5668,AU Students Zone (Result 2016),FAMILY,4.0,97000000,3993,10000,Free,0.0,Everyone,Education,2016-07-01,1.1,4.0,1,7,2016,0.0
5669,Top #5 Bσσkie in AU,SPORTS,,0,10240,100,Free,0.0,Everyone,Sports,2017-12-06,1.0,4.0,6,12,2017,0.0
5670,AU Results 2017 Auzone,FAMILY,3.8,762000000,4198,100000,Free,0.0,Everyone,Education,2017-02-01,2.0,4.0,1,2,2017,0.0
5671,Au Pair,SOCIAL,3.6,58000000,15360,10000,Free,0.0,Everyone,Social,2017-08-14,1.3.0,4.2,14,8,2017,0.0
5672,AU Call Blocker - Block Unwanted Calls Texts 2018,COMMUNICATION,4.2,16000000,3379,1000,Free,0.0,Everyone,Communication,2018-04-24,1.0.4,4.1,24,4,2018,0.0
5673,realcommercial.com.au,BUSINESS,4.4,128000000,6860,50000,Free,0.0,Everyone,Business,2018-06-26,2.6.1,5.0,26,6,2018,0.0
5674,Powershop AU,TOOLS,4.0,498000000,11264,10000,Free,0.0,Everyone,Tools,2018-07-12,1.35.1,4.0,12,7,2018,0.0
5675,Australia Newspapers - AU News Apps,NEWS_AND_MAGAZINES,4.7,48000000,4198,1000,Free,0.0,Everyone,News & Magazines,2018-07-08,7.0.0,4.0,8,7,2018,0.0
5676,news.com.au,NEWS_AND_MAGAZINES,,1000000,3788,100,Free,0.0,Everyone,News & Magazines,2018-07-23,1.1,4.0,23,7,2018,0.0
5677,Media Sosial TNI AU,SOCIAL,,88000000,4403,1000,Free,0.0,Everyone,Social,2018-01-24,1.2,2.1,24,1,2018,0.0
5678,Dance On Mobile,FAMILY,4.1,23609000000,31744,1000000,Free,0.0,Teen,Casual,2018-04-13,1.26,4.0,13,4,2018,0.0
5679,Super Dancer VN,GAME,4.0,24312000000,25600,500000,Free,0.0,Everyone,Music,2018-07-22,3.3,4.0,22,7,2018,0.0
5680,Alerte au gogol,FAMILY,,14000000,2048,1000,Free,0.0,Everyone,Entertainment,2018-02-09,1.0.0.0,4.0,9,2,2018,0.0
5681,Neuvaine au Saint-Esprit,LIFESTYLE,4.7,57000000,5939,10000,Free,0.0,Everyone,Lifestyle,2017-09-18,1.1,4.0,18,9,2017,0.0
5682,Neuvaines et prières au Coeur Sacré de Jésus,LIFESTYLE,,17000000,3788,5000,Free,0.0,Everyone,Lifestyle,2017-09-05,1.1,4.0,5,9,2017,0.0
5683,SMS Au revoir,FAMILY,,17000000,1740,5000,Free,0.0,Everyone,Entertainment,2018-01-15,2.0.0,4.0,15,1,2018,0.0
5684,allhomes.com.au,HOUSE_AND_HOME,3.8,874000000,12288,100000,Free,0.0,Everyone,House & Home,2018-08-01,5.13.1,4.3,1,8,2018,0.0
5685,Jobs in Canada - Emplois au Canada,BUSINESS,5.0,2000000,14336,1000,Free,0.0,Teen,Business,2018-08-05,1.1,4.2,5,8,2018,0.0
5686,Predator Calls for Hunting AU,SPORTS,4.4,27000000,79872,10000,Free,0.0,Everyone,Sports,2016-08-03,1.0,4.0,3,8,2016,0.0
5687,Romance et Mystères au Lycée,FAMILY,,350000000,6553,10000,Free,0.0,Teen,Entertainment,2017-02-23,1.0.0,4.0,23,2,2017,0.0
5688,Au Rubis les bijoutiers,LIFESTYLE,,0,10240,100,Free,0.0,Everyone,Lifestyle,2018-07-24,1.00.33,4.1,24,7,2018,0.0
5689,Love Dance,GAME,4.0,29462000000,45056,1000000,Free,0.0,Teen,Music,2018-06-14,1.1.7,4.0,14,6,2018,0.0
5690,mon guide au bank populaire -infos et instructions,FINANCE,,4000000,1536,1000,Free,0.0,Teen,Finance,2018-06-13,2.0,2.3,13,6,2018,0.0
5691,Avatar Musik,GAME,3.8,159063000000,87040,1000000,Free,0.0,Everyone,Music,2018-02-09,0.8.0,4.0,9,2,2018,0.0
5692,Job'Of - Emploi au Cameroun,BUSINESS,4.1,294000000,10035,10000,Free,0.0,Everyone,Business,2018-07-05,4.1.2,4.0,5,7,2018,0.0
5693,Mali 7 - Actualités au Mali,NEWS_AND_MAGAZINES,4.3,697000000,5836,50000,Free,0.0,Everyone,News & Magazines,2017-04-08,2.4,4.1,8,4,2017,0.0
5694,Gâteau au yaourt,FOOD_AND_DRINK,,38000000,3788,10000,Free,0.0,Everyone,Food & Drink,2018-06-09,1.1.2,4.0,9,6,2018,0.0
5697,Total AV,PRODUCTIVITY,3.4,617000000,47104,100000,Free,0.0,Everyone,Productivity,2018-04-17,1.5.3,4.1,17,4,2018,0.0
5698,日本AV历史,BOOKS_AND_REFERENCE,4.1,215000000,30720,10000,Free,0.0,Teen,Books & Reference,2018-03-06,1.2,4.0,6,3,2018,0.0
5699,AV Buddy Free,FAMILY,4.1,25000000,48128,5000,Free,0.0,Everyone,Education,2017-03-08,1.2,4.1,8,3,2017,0.0
5700,AV HD Video Player,FAMILY,3.8,6000000,23552,1000,Free,0.0,Everyone,Entertainment,2018-01-19,1.0,4.4,19,1,2018,0.0
5702,Avakin Life - 3D virtual world,FAMILY,4.4,1275373000000,93184,10000000,Free,0.0,Teen,Role Playing,2018-07-03,1.021.10,4.1,3,7,2018,0.0
5703,AV-IPTV,VIDEO_PLAYERS,4.4,43000000,45056,1000,Free,0.0,Everyone,Video Players & Editors,2018-04-27,1.0,4.1,27,4,2018,0.0
5705,"HD Video Player (wmv,avi,mp4,flv,av,mpg,mkv)2017",VIDEO_PLAYERS,3.3,171000000,4915,10000,Free,0.0,Everyone,Video Players & Editors,2017-08-10,1.1,4.1,10,8,2017,0.0
5706,Baby Monitor AV,COMMUNICATION,3.3,1434000000,9728,100000,Free,0.0,Everyone,Communication,2014-03-06,1.2.5,2.3,6,3,2014,0.0
5707,HD Video Player - Video & MP3 Player | AV Player |,VIDEO_PLAYERS,4.4,22000000,19456,5000,Free,0.0,Everyone,Video Players & Editors,2018-03-06,1.0.1,4.0,6,3,2018,0.0
5708,Remote for Onkyo AV Receivers & Smart TV/Blu-Ray,TOOLS,3.7,701000000,7475,100000,Free,0.0,Everyone,Tools,2018-07-31,Cow V3.15,4.3,31,7,2018,0.0
5709,LG AV REMOTE,TOOLS,3.4,2420000000,1843,1000000,Free,0.0,Everyone,Tools,2016-06-03,1.1.8,2.3,3,6,2016,0.0
5710,App Seguridad AV Villas,FINANCE,2.3,251000000,5836,50000,Free,0.0,Everyone,Finance,2017-10-12,1.0.5,4.0,12,10,2017,0.0
5711,Gogo Vision (Biz Av),FAMILY,3.3,11000000,7475,1000,Free,0.0,Teen,Entertainment,2017-08-23,3.4.0,4.1,23,8,2017,0.0
5712,Ai-Ball AV Recorder,PHOTOGRAPHY,2.7,90000000,4096,5000,Paid,2.99,Everyone,Photography,2017-10-19,13,2.3,19,10,2017,14950.000000000002
5713,AV Phone,COMMUNICATION,,4000000,3788,1000,Free,0.0,Everyone,Communication,2018-07-09,2.1.9,5.1,9,7,2018,0.0
5714,Norton Security and Antivirus,TOOLS,4.6,1170641000000,26624,10000000,Free,0.0,Everyone,Tools,2018-07-26,4.2.1.4174,4.1,26,7,2018,0.0
5715,AV Pro Voice Changer,FAMILY,3.5,174000000,5734,50000,Free,0.0,Everyone,Entertainment,2016-06-29,1.0.3,4.0,29,6,2016,0.0
5716,Remote For Pioneer AV Receivers and Blu-Ray,TOOLS,3.4,150000000,7475,50000,Free,0.0,Everyone,Tools,2018-06-01,Cow V3.11,4.1,1,6,2018,0.0
5717,AV Phonetics,FAMILY,4.3,259000000,50176,10000,Free,0.0,Everyone,Education,2017-02-22,1.3.2,4.0,22,2,2017,0.0
5718,AV MAX,LIFESTYLE,4.1,9000000,8908,1000,Free,0.0,Everyone,Lifestyle,2018-07-18,7.2.2,4.1,18,7,2018,0.0
5719,Kaspersky Mobile Antivirus: AppLock & Web Security,TOOLS,4.7,2598579000000,50176,50000000,Free,0.0,Everyone,Tools,2018-07-24,11.17.4.1024,4.1,24,7,2018,0.0
5720,"Mobile Security: Antivirus, Web Scan & App Lock",PRODUCTIVITY,4.4,574719000000,20480,10000000,Free,0.0,Everyone,Productivity,2018-07-16,5.0.0.1442,4.1,16,7,2018,0.0
5721,MyAV Remote for Denon & Marantz AV Receivers,LIFESTYLE,3.8,250000000,7475,50000,Free,0.0,Everyone,Lifestyle,2018-07-31,Cow V3.15,4.3,31,7,2018,0.0
5722,EML UPnP-AV Control Point,VIDEO_PLAYERS,3.0,78000000,322,10000,Free,0.0,Everyone,Video Players & Editors,2013-09-19,1.3,1.6,19,9,2013,0.0
5723,Kinot & Eichah for Tisha B'Av,BOOKS_AND_REFERENCE,4.4,98000000,6451,10000,Free,0.0,Everyone,Books & Reference,2014-08-04,1.5,2.2,4,8,2014,0.0
5724,Samsung TV AV Guide 2016,TOOLS,4.2,27000000,3481,5000,Free,0.0,Everyone,Tools,2016-05-17,1.1.6,4.0,17,5,2016,0.0
5725,Professional AV Solution & Products information,PRODUCTIVITY,4.5,24000000,22528,1000,Free,0.0,Everyone,Productivity,2017-07-12,2.0.1,4.2,12,7,2017,0.0
5726,AV High School District,FAMILY,3.5,91000000,25600,10000,Free,0.0,Everyone,Education,2018-04-05,5.2.002,4.1,5,4,2018,0.0
5727,Bitdefender Antivirus Free,TOOLS,4.5,78629000000,6451,1000000,Free,0.0,Everyone,Tools,2018-07-20,3.4.406,4.0,20,7,2018,0.0
5729,Kinot Tisha'a Be'av - Ashkenaz,LIFESTYLE,4.5,82000000,8908,5000,Free,0.0,Everyone,Lifestyle,2015-07-26,2.1,2.3,26,7,2015,0.0
5730,AV Anthony's,FOOD_AND_DRINK,,0,10240,50,Free,0.0,Everyone,Food & Drink,2018-07-11,1.0.136,6.0,11,7,2018,0.0
5731,"Avast Cleanup & Boost, Phone Cleaner, Optimizer",TOOLS,4.5,648380000000,24576,10000000,Free,0.0,Everyone,Tools,2018-08-01,4.6.4,4.1,1,8,2018,0.0
5733,Aw Restaurant,FAMILY,4.8,4000000,44032,100,Free,0.0,Everyone,Casual,2018-02-06,1.0,4.0,6,2,2018,0.0
5735,AW Screen Recorder No Root,VIDEO_PLAYERS,4.3,1659000000,3788,100000,Free,0.0,Everyone,Video Players & Editors,2017-07-06,1.1,5.0,6,7,2017,0.0
5736,A&W Restaurants,FOOD_AND_DRINK,1.7,14000000,13312,1000,Free,0.0,Everyone,Food & Drink,2018-06-06,2.7.0,4.1,6,6,2018,0.0
5738,AW Tozer Devotionals - Daily,BOOKS_AND_REFERENCE,4.2,8000000,3993,5000,Free,0.0,Everyone,Books & Reference,2016-10-07,1.0,2.3,7,10,2016,0.0
5739,AW Toolbox,BUSINESS,,3000000,13312,100,Paid,19.9,Everyone,Business,2016-12-22,1.6.2,4.0,22,12,2016,1989.9999999999998
5740,Analog Clock AW Plus-7,TOOLS,4.2,725000000,3072,100000,Free,0.0,Everyone,Tools,2018-03-14,2.0,4.3,14,3,2018,0.0
5741,Analog Clock AW-7,TOOLS,4.3,2158000000,3072,100000,Free,0.0,Everyone,Tools,2018-03-07,2.0,4.3,7,3,2018,0.0
5743,Armored Warfare: Assault,GAME,4.0,7718000000,47104,100000,Free,0.0,Everyone,Action,2018-08-02,1.0-a22936.127,5.0,2,8,2018,0.0
5744,Watch AW-7,TOOLS,4.2,249000000,3072,50000,Free,0.0,Everyone,Tools,2018-03-17,2.0,4.3,17,3,2018,0.0
5745,AW TeamUp,NEWS_AND_MAGAZINES,4.6,9000000,17408,500,Free,0.0,Everyone,News & Magazines,2018-06-04,1.0.3,4.1,4,6,2018,0.0
5746,Auction Wars : Storage King,GAME,4.1,29062000000,64512,1000000,Free,0.0,Everyone,Casino,2017-09-15,2.10,2.3,15,9,2017,0.0
5747,AW Training,FAMILY,4.6,11000000,17408,1000,Free,0.0,Everyone,Education,2018-07-05,3.3.2,4.0,5,7,2018,0.0
5748,Digital Clock AW-7,TOOLS,4.1,484000000,2969,100000,Free,0.0,Everyone,Tools,2018-03-06,2.0,4.3,6,3,2018,0.0
5749,Analog and Digital Clock AW-7,TOOLS,4.0,202000000,2969,50000,Free,0.0,Everyone,Tools,2018-03-15,2.0,4.3,15,3,2018,0.0
5750,AW Connect,FAMILY,,0,26624,10,Free,0.0,Everyone,Education,2018-06-26,3.0.10,4.0,26,6,2018,0.0
5751,Analog Clock AW-7 PRO,TOOLS,3.3,40000000,2764,1000,Paid,1.99,Everyone,Tools,2018-03-07,2.0,4.3,7,3,2018,1990.0
5754,AW CAMERA,TOOLS,,2000000,24576,100,Free,0.0,Everyone,Tools,2018-01-30,3.1.1,2.3,30,1,2018,0.0
5755,AW Browser with Chrome Custom Tabs,TOOLS,4.0,9000000,4812,500,Free,0.0,Everyone,Tools,2018-05-17,2.7,6.0,17,5,2018,0.0
5756,Analog and Digital Clock AW-7PRO,TOOLS,,4000000,2764,100,Paid,1.99,Everyone,Tools,2018-03-15,2.0,4.3,15,3,2018,199.0
5757,AW Radio,FAMILY,,1000000,1740,100,Free,0.0,Teen,Entertainment,2015-06-24,2,2.2,24,6,2015,0.0
5758,Roman Clock AW-7,TOOLS,4.4,52000000,3072,5000,Free,0.0,Everyone,Tools,2018-03-17,2.0,4.3,17,3,2018,0.0
5759,Square Analog Clock AW-7,TOOLS,4.2,294000000,3072,50000,Free,0.0,Everyone,Tools,2018-03-10,2.0,4.3,10,3,2018,0.0
5761,AirWatch Agent,BUSINESS,3.1,20973000000,31744,5000000,Free,0.0,Everyone,Business,2018-08-01,8.2.0.84,4.0,1,8,2018,0.0
5762,Handbreit by a.w.niemeyer,NEWS_AND_MAGAZINES,,21000000,36864,1000,Free,0.0,Everyone,News & Magazines,2017-05-31,3.9.4,4.0,31,5,2017,0.0
5763,Tozer Devotional -Series 1,BOOKS_AND_REFERENCE,5.0,5000000,4403,1000,Free,0.0,Everyone,Books & Reference,2016-10-08,1.0,2.3,8,10,2016,0.0
5764,Modern Action Commando 3D,GAME,4.2,492000000,64512,100000,Free,0.0,Teen,Action,2017-04-06,1.0,4.0,6,4,2017,0.0
5765,HCP Anywhere,BUSINESS,4.7,114000000,8806,5000,Free,0.0,Everyone,Business,2018-03-30,3.1.0.2,4.3,30,3,2018,0.0
5766,Call of Duty®: Heroes,GAME,4.4,1604146000000,58368,10000000,Free,0.0,Teen,Action,2018-06-27,4.8.0,4.1,27,6,2018,0.0
5768,Amber Weather,WEATHER,4.4,260137000000,13312,10000000,Free,0.0,Everyone 10+,Weather,2018-07-16,3.8.1,4.1,16,7,2018,0.0
5769,Advanced Warfare Guns,FAMILY,2.9,2079000000,5734,100000,Free,0.0,Everyone,Entertainment,2015-06-06,1.2.2,3.0,6,6,2015,0.0
5771,News.aw,NEWS_AND_MAGAZINES,,1000000,1024,10,Free,0.0,Everyone,News & Magazines,2015-07-15,1.0,2.2,15,7,2015,0.0
5775,The Pursuit of God,BOOKS_AND_REFERENCE,4.8,6000000,1638,1000,Free,0.0,Everyone,Books & Reference,2017-02-14,5.0,3.0,14,2,2017,0.0
5776,Food-Aw - Order Food Online in Aruba,FOOD_AND_DRINK,5.0,1000000,24576,100,Free,0.0,Everyone,Food & Drink,2018-04-05,10,4.1,5,4,2018,0.0
5777,F05WatchFace for Android Wear,PRODUCTIVITY,3.9,127000000,6041,1000,Paid,0.99,Everyone,Productivity,2017-12-24,7.0.1,4.3,24,12,2017,990.0
5780,Anime Expo 2018,FAMILY,4.7,54000000,45056,10000,Free,0.0,Everyone,Entertainment,2018-06-08,2.1,5.0,8,6,2018,0.0
5781,Adventure Xpress,FAMILY,4.2,24775000000,30720,100000,Free,0.0,Everyone 10+,Puzzle,2015-10-12,1.2.1,2.3,12,10,2015,0.0
5782,AXE.IO - Brutal Survival Battleground,GAME,4.2,3845000000,77824,500000,Free,0.0,Everyone 10+,Arcade,2018-08-03,1.6.1,4.1,3,8,2018,0.0
5783,Dynamics AX,BUSINESS,3.7,244000000,976,10000,Free,0.0,Everyone,Business,2015-10-26,3.3,2.3,26,10,2015,0.0
5784,AX Player -Nougat Video Player,VIDEO_PLAYERS,4.1,15765000000,10240,1000000,Free,0.0,Everyone,Video Players & Editors,2014-09-12,2.0,2.2,12,9,2014,0.0
5785,Armani Exchange Connected,LIFESTYLE,4.1,305000000,45056,10000,Free,0.0,Everyone,Lifestyle,2017-07-04,1.5.0,4.4,4,7,2017,0.0
5786,Axe Champ,GAME,3.8,141000000,19456,10000,Free,0.0,Everyone,Arcade,2018-05-26,1.0.6,4.1,26,5,2018,0.0
5787,AX Battery Saver,FINANCE,4.6,4546000000,3072,100000,Free,0.0,Everyone,Finance,2018-02-08,1.2.3,4.0,8,2,2018,0.0
5788,Axe Champ Hit,GAME,,1000000,15360,100,Free,0.0,Everyone,Arcade,2018-05-25,0.1,4.1,25,5,2018,0.0
5789,Axe Champion,GAME,4.4,21000000,15360,5000,Free,0.0,Everyone,Arcade,2018-05-28,0.1,4.1,28,5,2018,0.0
5790,Vikings Stickman Axe Fighting,GAME,4.2,924000000,44032,100000,Free,0.0,Everyone,Arcade,2017-10-21,1.5.2,3.0,21,10,2017,0.0
5791,AX Video Player,VIDEO_PLAYERS,4.4,569000000,2662,50000,Free,0.0,Everyone,Video Players & Editors,2015-11-11,1.0.9,3.0,11,11,2015,0.0
5792,Katalogen.ax,COMMUNICATION,,1000000,172,100,Free,0.0,Everyone,Communication,2014-10-02,1.0.0,2.2,2,10,2014,0.0
5793,Axe,FAMILY,,18000000,24576,1000,Free,0.0,Everyone,Simulation,2017-12-01,1.0,4.1,1,12,2017,0.0
5794,Axetatic - Axe Throwing Game,GAME,4.6,29000000,31744,1000,Free,0.0,Everyone 10+,Arcade,2017-10-22,1.3.3,4.2,22,10,2017,0.0
5795,Axe Champs! Wars,GAME,5.0,8000000,25600,50,Free,0.0,Everyone,Arcade,2018-06-26,1.1,4.1,26,6,2018,0.0
5796,Tips Microsoft Dynamics Ax,PRODUCTIVITY,,1000000,2355,500,Free,0.0,Everyone,Productivity,2017-07-08,1.0,4.1,8,7,2017,0.0
5797,Axe Knight,GAME,4.5,52000000,33792,5000,Free,0.0,Everyone,Action,2018-06-26,1.0.5,4.1,26,6,2018,0.0
5798,AX Timesheets App for Dynamics,BUSINESS,,0,9216,10,Free,0.0,Everyone,Business,2018-02-15,1.0.5,4.4,15,2,2018,0.0
5799,Axxess AX-DSP,TOOLS,3.5,17000000,7577,5000,Free,0.0,Everyone,Tools,2018-06-04,3_1,4.4,4,6,2018,0.0
5800,AX Window,TOOLS,,0,19456,5,Free,0.0,Everyone,Tools,2017-10-10,1.0.2,4.3,10,10,2017,0.0
5801,Axxess Updater,TOOLS,3.9,56000000,2355,10000,Free,0.0,Everyone,Tools,2016-12-19,1.3.2,3.1,19,12,2016,0.0
5802,The Vikings,GAME,4.4,15806000000,43008,1000000,Free,0.0,Teen,Arcade,2018-06-06,1.0.7,4.1,6,6,2018,0.0
5804,INTERACTIVE CALCULUS PRO,FAMILY,,0,3379,10,Paid,0.99,Everyone,Education,2018-02-22,1.2,4.0,22,2,2018,9.9
5805,Knife&Axe Throwing,GAME,3.1,440000000,9318,50000,Free,0.0,Everyone,Arcade,2012-11-26,1.0.6,2.1,26,11,2012,0.0
5806,Stickman and Axe,GAME,4.4,69000000,2867,50000,Free,0.0,Teen,Action,2017-11-25,1.0,4.0,25,11,2017,0.0
5807,Axe Throw: Flip Champ Axes Champion Throwing Games,GAME,,1000000,13312,50,Free,0.0,Everyone,Arcade,2018-05-31,1.0.0,4.0,31,5,2018,0.0
